text	sentiment
after escaping from a vengeful cab driver , owen gets to new mexico by masquerading as the driver for a busload of lucy ricardo impersonators heading to a convention . 	1
mr . pollini ( rowan atkinson ) is a cheerful , odd little italian man on holiday in america . 	1
he also is narcoleptic and falls asleep at the most inopportune times . 	1
pollini hitches a ride with zack ( wayne knight ) , a hyper-tense ambulance driver carrying a human heart across country for a transplant operation . 	1
randy pear ( jon lovitz ) promised his wife beverly ( kathy najimy ) and two kids a fun-filled vacation in las vegas . 	1
fearful that beverly will be angry over his involvement in the race , he claims that he must travel to silver city for a job interview . 	1
beverly insists the family stay together , so they hop in the mini-van and tear off into the desert . 	1
brothers duane ( seth green ) and blaine ( vince vieluf ) cody are young , crooked and stupid . 	1
blaine has a speech impediment due to his poorly self-done tongue piercing , and duane is the only person who can come close to understanding him . 	1
the boys will stop at nothing to reach their goal . 	1
finally , nick shaffer ( breckin meyer ) is a no-nonsense lawyer-in-training who recruits helicopter pilot tracy faucet ( amy smart ) for the journey . 	1
at first glance , they seem blandly wholesome , but all that changes when tracy buzzes the home of her boyfriend shawn ( dean cain ) and spies him swimming with another woman . 	1
director jerry zucker ( " airplane , " " ghost " ) leaps from racer to racer , periodically returning to las vegas where sinclair and mr . grisham ( dave thomas ) , his personality-impaired right hand man , continue cooking up bizarre bets for the gamblers . 	1
as with any zucker production , a few jokes fall flat , but the momentum of the comedy zooms past those missteps . 	1
high points for me include a bit involving kathy bates as a roadside squirrel salesperson and an intricately set up gag that carries jon lovitz and family from a bizarre museum to an outdoor rally , with an utterly tasteless and screamingly funny pay-off . 	1
had i been part of the filmmaking team , i would have ditched a joke where a key is dropped into a baby's clothes and instead had the key get lost in the cleavage of a dozing society matron . 	1
it would have drawn the same laugh without the squirm-inducing hint of child molestation . 	1
i also would have selected a different band for a concert sequence . 	1
my god , do we really need yet another movie with smash mouth performing " all star ? " 	1
but enough carping . 	1
 " rat race " is a riot , with terrific no-holds-barred performances from the diverse cast . 	1
see it , see it again and when the dvd comes out , buy it , because a movie this hilarious will surely have outtakes to die for . 	1
i've noticed something lately that i've never thought of before . 	1
pseudo- substance - hollywood faking deep meanings in their films . 	1
have you ever seen a movie that you really enjoyed , then when you look back , you realize there was something missing ? 	1
more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff . 	1
i'm not trying to say city of angels is that bad . 	1
it had a lot going for it , but somewhere along the way , it faltered . 	1
somehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography . 	1
